iteration,gas,gasPrice,latency_ms,status,error
1,239241,1111394152,14113.20,success,
2,239241,1072646168,12577.20,success,
3,239241,1168867139,11420.30,success,
4,239241,1109368708,24686.77,success,
5,239241,1134313372,10852.69,success,
6,239241,1134870071,13389.09,success,
7,239241,1169838089,11056.90,success,
8,239241,1016389588,14954.48,success,
9,239241,1124573824,9703.70,success,
10,239241,1103710784,11354.20,success,
11,239241,1148501983,12654.99,success,
12,239241,1264149387,11295.90,success,
13,239241,1124809737,11787.49,success,
14,239241,1123933131,13192.63,success,
15,239241,1160877739,12058.98,success,
16,239241,1038474707,10581.66,success,
17,239241,1221650561,13041.48,success,
18,239241,1120645070,12304.66,success,
19,239241,1085130028,11316.58,success,
20,239241,1114781741,11789.79,success,
21,239241,1044294791,11721.50,success,
22,239241,1122406530,12137.25,success,
23,239241,1067415380,13063.69,success,
24,239241,1033354504,10905.82,success,
25,239241,1228549214,12599.33,success,
26,239241,1121253548,12436.22,success,
27,239241,1064340734,11084.51,success,
28,239241,1100055887,36253.45,success,
29,239241,1121202844,12701.65,success,
30,239241,1153733654,10955.36,success,
31,239241,1094665582,11568.56,success,
32,239241,1306990292,25385.60,success,
33,239241,1243164159,10918.07,success,
34,239241,1112854322,23807.34,success,
35,239241,1116576493,24403.51,success,
36,239241,1268291914,11488.95,success,
37,239241,1153336086,11959.80,success,
38,239241,1183780311,12481.95,success,
39,239241,1134339058,11939.60,success,
40,239241,996902657,13020.89,success,
41,239241,1124304335,11519.61,success,
42,239241,1092538843,11660.12,success,
43,239241,1301159015,12038.36,success,
44,239241,1310791108,11476.38,success,
45,239241,1126858477,12232.12,success,
46,239241,1124572643,12938.42,success,
47,239241,1179319311,10988.91,success,
48,239241,1123236653,13129.47,success,
49,239241,1039279584,10851.97,success,
50,239241,1211914414,13259.10,success,
