iteration,gas,gasPrice,latency_ms,status,error
1,239241,14681561879,10777.15,success,
2,239241,13992639948,12891.46,success,
3,239241,14981789321,10738.10,success,
4,239241,14795862162,12282.24,success,
5,239241,14704862755,12799.46,success,
6,239241,13685119728,10829.28,success,
7,239241,13936569946,12123.18,success,
8,239241,13608786264,13144.01,success,
9,239241,13532689927,11304.13,success,
10,239241,13342645551,11515.67,success,
11,239241,13410975825,12743.29,success,
12,239241,13327471522,12204.84,success,
13,239241,13084850498,11575.81,success,
14,239241,13043224116,11743.94,success,
15,239241,14107288404,11756.28,success,
16,239241,15082909646,24169.81,success,
17,239241,15061977339,13146.24,success,
18,239241,13429702952,11151.46,success,
19,239241,14651869656,23868.79,success,
20,239241,15159791391,12980.29,success,
21,239241,15687121846,11302.91,success,
22,239241,14843598152,11688.70,success,
23,239241,15181865722,13284.65,success,
24,239241,15780932902,10794.91,success,
25,239241,15663262819,11338.71,success,
26,239241,15365084148,12312.68,success,
27,239241,14305188197,12229.18,success,
28,239241,13139084394,12424.47,success,
29,239241,13560366655,14512.76,success,
30,239241,14162083010,9819.72,success,
31,239241,13454177541,11265.49,success,
32,239241,13234269251,11588.27,success,
33,239241,13103585030,13331.06,success,
34,239241,13751207885,10617.05,success,
35,239241,12737324523,12381.53,success,
36,239241,12766431914,12474.91,success,
37,239241,12656622216,11322.20,success,
38,239241,11937636264,13158.76,success,
39,239241,12024773224,11948.18,success,
40,239241,11732563329,11006.00,success,
41,239241,11390582273,12105.60,success,
42,239241,11288916487,11666.24,success,
43,239241,11141375697,12199.86,success,
44,239241,11148161460,12060.43,success,
45,239241,10856226255,12026.55,success,
46,239241,10886029142,12159.30,success,
47,239241,10279922710,11800.93,success,
48,239241,10538184011,12455.94,success,
49,239241,10092192056,11788.46,success,
50,239241,9968134589,24704.27,success,
