iteration,gas,gasPrice,latency_ms,status,error
1,435064,25000000,4424.67,success,
2,408186,25000000,2746.40,success,
3,408186,25000000,2579.39,success,
4,408186,25000000,3565.83,success,
5,408186,25000000,2501.86,success,
6,408186,25000000,3283.74,success,
7,408186,25000000,3374.27,success,
8,408186,25000000,3459.98,success,
9,408186,25000000,2786.81,success,
10,408186,25000000,3365.87,success,
11,408186,25000000,4336.65,success,
12,408186,25000000,3013.20,success,
13,408186,25000000,4432.39,success,
14,408186,25000000,3102.18,success,
15,408186,25000000,2424.33,success,
16,408186,25000000,3114.38,success,
17,408186,25000000,2760.19,success,
18,408186,25000000,2949.00,success,
19,408186,25000000,2938.01,success,
20,408186,25000000,2500.75,success,
21,408186,25000000,4295.28,success,
22,408186,25000000,3158.29,success,
23,408186,25000000,2941.26,success,
24,408186,25000000,2928.29,success,
25,408186,25000000,2998.91,success,
26,408186,25000000,2975.49,success,
27,408555,25000000,2857.84,success,
28,408555,25000000,2930.56,success,
29,408186,25000000,2460.70,success,
30,408186,25000000,2898.26,success,
31,408186,25000000,4223.27,success,
32,408186,25000000,2684.80,success,
33,408186,25000000,3419.28,success,
34,408186,25000000,3489.09,success,
35,408186,25000000,3169.92,success,
36,408186,25000000,2467.93,success,
37,408186,25000000,3181.39,success,
38,408186,25000000,3121.23,success,
39,408186,25000000,2518.86,success,
40,408186,25000000,2453.15,success,
41,408186,25000000,3217.58,success,
42,408186,25000000,4809.13,success,
43,408186,25000000,2971.00,success,
44,408186,25000000,2453.34,success,
45,408186,25000000,2344.88,success,
46,408186,25000000,3702.11,success,
47,408186,25000000,3743.02,success,
48,408186,25000000,4162.67,success,
49,408186,25000000,2463.23,success,
50,408186,25000000,3056.60,success,
